date,debate,speaker,speaker_id,context,speech_url
1903-05-27,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Senator MILLEN,KUL, the whole cost of the policy of a **white** **Australia**. ,https://historichansard.net/senate/1903/19030527_senate_1_13/#subdebate-6-0-s7
1903-05-27,GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Mr A McLEAN,KRO, meet. One Act alone - that which provides for the creation of a **white** **Australia** - and which I,https://historichansard.net/hofreps/1903/19030527_reps_1_13/#debate-6-s4
1903-05-27,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Senator Lt Col GOULD,KLZ, contribute proportionately to the cost of securing a **white** **Australia** under the Pacific Islands,https://historichansard.net/senate/1903/19030527_senate_1_13/#subdebate-6-0-s11
1903-05-28,GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Senator PEARCE,K0F, encourage the employment of white crews on our coast. It is said that the principle of a **white**,https://historichansard.net/senate/1903/19030528_senate_1_13/#debate-12-s4
1903-05-27,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Senator MACFARLANE,KSH,. No Australian will take up the stokers' business in these steamers simply for the sake of a **white**,https://historichansard.net/senate/1903/19030527_senate_1_13/#subdebate-6-0-s9
1903-05-28,GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Senator Lt Col NEILD,JXT, credit to themselves for the **white** **Australia** legislation. I say that the **white** **Australia** legislation,https://historichansard.net/senate/1903/19030528_senate_1_13/#debate-12-s1
1903-05-28,GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Senator DOBSON,JVC," last night, that while he could understand and respect our desire to have a **white** **Australia** within",https://historichansard.net/senate/1903/19030528_senate_1_13/#debate-12-s5
1903-06-03,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Senator STYLES,K7R," merely of a **white** **Australia**, but of a British Australia ; who would exclude white foreigners if he",https://historichansard.net/senate/1903/19030603_senate_1_13/#subdebate-9-0-s3
1903-06-03,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Senator STANIFORTH SMITH,K6D," want a "" **white**"" **Australia** only so long as it does not cost us anything, but we are quite willing to",https://historichansard.net/senate/1903/19030603_senate_1_13/#subdebate-9-0-s5
1903-06-03,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Senator HIGGS,KHE, nation in such a short period. Now with regard to the success of the **white** **Australia** policy as,https://historichansard.net/senate/1903/19030603_senate_1_13/#subdebate-9-0-s7
1903-06-04,QUESTION: GOVERNOR-GENERAL'S SPEECH - ADDRESS IN REPLY,Senator McGREGOR,KTF, **white** **Australia**. They were prepared to make that sacrifice. The)' never asked Queensland or New South,https://historichansard.net/senate/1903/19030604_senate_1_13/#subdebate-5-0-s1
1903-06-03,QUESTION: GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Senator PLAYFORD,K0X," Queensland, have been true to the idea of a **white** **Australia**. Some of them, and especially South Australia",https://historichansard.net/senate/1903/19030603_senate_1_13/#subdebate-9-0-s8
1903-06-24,SUGAR BONUS BILL: Second Reading,Senator DE LARGIE,JU7," expressed when we were legislating for a **white** **Australia**. At that time he, quite as much as any one",https://historichansard.net/senate/1903/19030624_senate_1_13/#subdebate-13-0-s1
1903-06-24,SUGAR BONUS BILL: Second Reading,Senator DAWSON,JTV, made upon the experience we have so far had of the **white** **Australia** policy. Honorable senators have,https://historichansard.net/senate/1903/19030624_senate_1_13/#subdebate-13-0-s2
1903-06-24,SUGAR BONUS BILL: Second Reading,Senator PEARCE,K0F," Playford,  deprecatingany allusion to the policy of a **white** **Australia** in dealing with this question. ",https://historichansard.net/senate/1903/19030624_senate_1_13/#subdebate-13-0-s7
1903-06-16,SUGAR BONUS BILL: Second Reading,Mr SPEAKER,10000," desirability or otherwise of the **white** **Australia** policy, or any matters connected with either of these two",https://historichansard.net/hofreps/1903/19030616_reps_1_13/#subdebate-12-0-s1
1903-06-24,SUGAR BONUS BILL: Second Reading,Senator STYLES,K7R, adoption of the policy of a **white** **Australia**. They have not suffered as some of the manufacturers of,https://historichansard.net/senate/1903/19030624_senate_1_13/#subdebate-13-0-s5
1903-06-16,SUGAR BONUS BILL: Second Reading,Sir EDWARD BRADDON,JRR," pay for a **white** **Australia**, and which can only be paid, as the honorable ' member for North Sydney",https://historichansard.net/hofreps/1903/19030616_reps_1_13/#subdebate-12-0-s4
1903-06-24,SUGAR BONUS BILL: Second Reading,Senator PLAYFORD,K0X," State towards securing a **white** **Australia**, and at a conference held in Sydney I did what I could to",https://historichansard.net/senate/1903/19030624_senate_1_13/#subdebate-13-0-s6
1903-06-24,SUGAR BONUS BILL: Second Reading,Senator STEWART,K7D, represent being called upon to pay any portion of the cost of a **white** **Australia**. ,https://historichansard.net/senate/1903/19030624_senate_1_13/#subdebate-13-0-s8
1903-06-16,SUGAR BONUS BILL: Second Reading,Sir JOHN QUICK,KYJ," our "" **white** **Australia**"" legislation was adopted, and I am surprised that the subject has been",https://historichansard.net/hofreps/1903/19030616_reps_1_13/#subdebate-12-0-s26
1903-06-24,SUGAR BONUS BILL: Second Reading,Senator KEATING,KPE," used, the introduction into the debate upon the second reading of this Bill of the policy of a **white**",https://historichansard.net/senate/1903/19030624_senate_1_13/#subdebate-13-0-s12
1903-06-24,SUGAR BONUS BILL: Second Reading,Senator GLASSEY,KLW, **white** **Australia** policy. The States which have suffered are Queensland and New South Wales. ,https://historichansard.net/senate/1903/19030624_senate_1_13/#subdebate-13-0-s14
1903-06-16,SUGAR BONUS BILL: Second Reading,Mr V L SOLOMON,KU9, capita  amongst the people of the Commonwealth as the establishment of a **white** **Australia** and the,https://historichansard.net/hofreps/1903/19030616_reps_1_13/#subdebate-12-0-s31
1903-06-17,SUGAR BONUS BILL,Mr BAMFORD,JNV," the **white** **Australia** policy. I think that, perhaps, the honorable and learned member for Werriwa was",https://historichansard.net/hofreps/1903/19030617_reps_1_13/#debate-10-s11
1903-06-16,SUGAR BONUS BILL: Second Reading,Mr GLYNN,KCO, position. We cannot segregate States and say that because the policy of a **white** **Australia** directly,https://historichansard.net/hofreps/1903/19030616_reps_1_13/#subdebate-12-0-s5
1903-06-16,SUGAR BONUS BILL: Second Reading,Mr FISHER,F4N, satisfactory to those who supported the **white** **Australia** policy in the beginning to find that it is now being,https://historichansard.net/hofreps/1903/19030616_reps_1_13/#subdebate-12-0-s10
1903-06-09,JUDICIARY BILL: Second Reading,Mr DEAKIN,009MD," question of a **white** **Australia**, and then again to the extreme west, as often as my right honorable friend",https://historichansard.net/hofreps/1903/19030609_reps_1_13/#subdebate-8-0-s1
1903-06-17,SUGAR BONUS BILL,Mr WILKINSON,L0Y, the people to secure a **white** **Australia**. It would be very hard indeed if persons who are loyally,https://historichansard.net/hofreps/1903/19030617_reps_1_13/#debate-10-s12
1902-10-08,APPROPRIATION BILL (1902-3),Senator STEWART,K7D,"I suppose that is because we have abolished the kanakas, declared for a **white** **Australia**, mid",https://historichansard.net/senate/1902/19021008_senate_1_12/#debate-12-s13
1903-06-18,SUGAR BONUS BILL: Second Reading,Senator DOBSON,JVC, Trade and Customs and his officers think we shall have to pay for a **white** **Australia**. Let us know what,https://historichansard.net/senate/1903/19030618_senate_1_13/#subdebate-3-0-s3
1903-06-18,SUGAR BONUS BILL: Second Reading,Senator WALKER,KAH," and South Australia, were anxious that the policy of a **white** **Australia** should be carried out, and",https://historichansard.net/senate/1903/19030618_senate_1_13/#subdebate-3-0-s1
1903-06-18,SUGAR BONUS BILL: Second Reading,Senator CHARLESTON,K6J, been paying a heavy penalty for a great many years in order that the idea of a **white** **Australia** might,https://historichansard.net/senate/1903/19030618_senate_1_13/#subdebate-3-0-s4
1903-06-18,SUGAR BONUS BILL: Second Reading,Senator Lt Col CAMERON,K3S," desire to touch upon the subject of a **white** **Australia**, beyond saying that when Queensland spoke out",https://historichansard.net/senate/1903/19030618_senate_1_13/#subdebate-3-0-s8
1903-06-18,SUGAR BONUS BILL: Second Reading,Senator FRASER,KKL, truly there was no **white** **Australia** about it. The industry would have made great headway if we had,https://historichansard.net/senate/1903/19030618_senate_1_13/#subdebate-3-0-s7
1903-06-26,SUGAR BONUS BILL,Senator Sir JOSIAH SYMON,K7V," not touch - the question of a **white** **Australia**. I think it is fair to  Senator Neild,  and other",https://historichansard.net/senate/1903/19030626_senate_1_14/#debate-10-s2
1902-10-07,APPROPRIATION BILL (1902-3): Second Reading,Senator PEARCE,K0F, will not infringe upon the principle of a **White** **Australia**. The proposed visit would be of great,https://historichansard.net/senate/1902/19021007_senate_1_12/#subdebate-11-0-s2
1903-06-24,SUGAR BONUS BILL: Second Reading,Senator Sir JOHN DOWNER,JVG, Australia and Victoria induced the. Commonwealth to adopt the policy of a **white** **Australia** they must,https://historichansard.net/senate/1903/19030624_senate_1_13/#subdebate-13-0-s0
1902-10-08,APPROPRIATION BILL (1902-3),Senator GLASSEY,KLW," which has been passed, and particularly that relating to a **white** **Australia**, will result, as I feel",https://historichansard.net/senate/1902/19021008_senate_1_12/#debate-12-s14
1903-06-25,SUGAR BONUS BILL,Senator DRAKE,JXO," press, hostile to the idea of a **white** **Australia**, with the statement that, while we claimed that",https://historichansard.net/senate/1903/19030625_senate_1_14/#debate-7-s2
1903-06-25,SUGAR BONUS BILL,Senator Sir JOSIAH SYMON,K7V, it affect the question of a **white** **Australia**. It is a mere matter of business. Who shall pay ?Who,https://historichansard.net/senate/1903/19030625_senate_1_14/#debate-7-s4
1903-06-25,SUGAR BONUS BILL,Senator WALKER,KAH, which the carrying out of the policy of a **white** **Australia** involves is new expenditure incurred on,https://historichansard.net/senate/1903/19030625_senate_1_14/#debate-7-s7
1903-06-25,SUGAR BONUS BILL,Senator Sir JOSTAH SYMON,K7V," humane legislation. But if it had, what have we paid for a **white** **Australia**  1  Not £90, 000. This",https://historichansard.net/senate/1903/19030625_senate_1_14/#debate-7-s10
1903-06-26,QUESTION: BONUS ON COTTON,Mr L E GROOM,KFK, that his idea in advocating a **white** **Australia** policy? ,https://historichansard.net/hofreps/1903/19030626_reps_1_14/#subdebate-5-0-s9
1903-06-26,SUGAR BONUS BILL,Senator Lt Col NEILD,JXT," any way against the policy of a. **white** **Australia** ; but I do think that, under the amendment, if",https://historichansard.net/senate/1903/19030626_senate_1_14/#debate-10-s0
1903-06-26,SUGAR BONUS BILL,The CHAIRMAN,10000, will be to wreck the policy of a **white** **Australia**. I am not aware that the honorable senator has gone,https://historichansard.net/senate/1903/19030626_senate_1_14/#debate-10-s4
1903-06-25,SUGAR BONUS BILL,Senator DRAKE,JXO," desires to oppose the **white** **Australia** policy, to point out that the rebate or bonus has been",https://historichansard.net/senate/1903/19030625_senate_1_14/#debate-7-s17
1903-06-25,SUGAR BONUS BILL,Senator PLAYFORD,K0X," **white** **Australia** we must continue the excise on sugar grown with black labour, and give a bonus to the",https://historichansard.net/senate/1903/19030625_senate_1_14/#debate-7-s24
1903-06-26,QUESTION: BONUS ON COTTON,Mr WILKINSON,L0Y, motion to those who believe in a **white** **Australia**. An honest endeavour is being made to promote an,https://historichansard.net/hofreps/1903/19030626_reps_1_14/#subdebate-5-0-s0
1903-06-26,SUGAR BONUS BILL,Senator CHARLESTON,K6J," Australia, who have been acting upon the policy of a **white** **Australia**, from sentimental rather than from",https://historichansard.net/senate/1903/19030626_senate_1_14/#debate-10-s5
1903-06-18,SUGAR BONUS BILL: Second Reading,Senator STANIFORTH SMITH,K6D, Australia had made enormous sacrifices in order that the policy of a **white** **Australia** should be,https://historichansard.net/senate/1903/19030618_senate_1_13/#subdebate-3-0-s5
1903-06-16,SUGAR BONUS BILL: Second Reading,Mr EWING,KDR," - the matter before the House does not involve the important question of a **white** **Australia**, or of the",https://historichansard.net/hofreps/1903/19030616_reps_1_13/#subdebate-12-0-s2
1903-06-16,SUGAR BONUS BILL: Second Reading,Mr CLARKE,JUU," way from the stand-point of one who is in favour of the principle of a **white** **Australia**, I' think",https://historichansard.net/hofreps/1903/19030616_reps_1_13/#subdebate-12-0-s6
1903-06-16,SUGAR BONUS BILL: Second Reading,Mr L E GROOM,KFK, growers are taking up the position that they should endeavour to make the **white** **Australia** policy a,https://historichansard.net/hofreps/1903/19030616_reps_1_13/#subdebate-12-0-s24
1903-06-17,SUGAR BONUS BILL,Mr FISHER,F4N," the object of carrying out the idea of a **white** **Australia** that I make these remarks, and I believe",https://historichansard.net/hofreps/1903/19030617_reps_1_13/#debate-10-s3
1903-06-17,SUGAR BONUS BILL,Mr EWING,KDR, **white** **Australia** will vote against the Minister for Trade and Customs on this occasion. The honorable,https://historichansard.net/hofreps/1903/19030617_reps_1_13/#debate-10-s8
1903-05-27,GOVERNOR-GENERAL'S SPEECH : ADDRESS IN REPLY,Sir EDWARD BRADDON,JRR,", line in order to secure a **white** **Australia** by. a straight-out policy of exclusion. ",https://historichansard.net/hofreps/1903/19030527_reps_1_13/#debate-6-s0
1903-06-16,SUGAR BONUS BILL: Second Reading,Sir LANGDON BONYTHON,JR7," the Commonwealth has to pay for a **white** **Australia**. It is rather hard on South Australia, however",https://historichansard.net/hofreps/1903/19030616_reps_1_13/#subdebate-12-0-s9
1903-06-16,SUGAR BONUS BILL: Second Reading,Mr BAMFORD,JNV," extended as is now proposed, they will say that the cry for a **white** **Australia** is a sham, and, unless",https://historichansard.net/hofreps/1903/19030616_reps_1_13/#subdebate-12-0-s27
1903-05-26,QUESTION: GOVERNOR GENERAL'S SPEECH : ADDRESS IN REPLY,Mr L E GROOM,KFK,"I think that when the question of a **white** **Australia** was before this House, honorable members were",https://historichansard.net/hofreps/1903/19030526_reps_1_13/#subdebate-20-0-s1
1903-06-24,SUGAR BONUS BILL: Second Reading,Senator McGREGOR,KTF, stated that this Bill has nothing to do with the policy of a **white** **Australia**. I differ from that,https://historichansard.net/senate/1903/19030624_senate_1_13/#subdebate-13-0-s15
1903-07-28,QUESTION: BUDGET (1903-4),Sir GEORGE TURNER,KWT,"I have told the people, as plainly as 'possible, that this year the ""**white**"" **Australia** policy will",https://historichansard.net/hofreps/1903/19030728_reps_1_15/#subdebate-10-0-s1
1903-07-09,NATURALIZATION BILL,Senator McGREGOR,KTF,", because they are in sympathy with the policy of a **white** **Australia**. But a Government may arise who",https://historichansard.net/senate/1903/19030709_senate_1_14/#debate-4-s19
1903-07-29,PAPUA (BRITISH NEW GUINEA) BILL: Second Reading,Mr SAWERS,KPX,"State of the Commonwealth. Apparently, instead of having a **white** **Australia**, he desires that a",https://historichansard.net/hofreps/1903/19030729_reps_1_15/#subdebate-11-0-s4
1903-07-09,NATURALIZATION BILL,Senator GLASSEY,KLW, referred to a matter which the labour party should be entirely ashamed of. The question of a **white**,https://historichansard.net/senate/1903/19030709_senate_1_14/#debate-4-s22
